,Location,Date,Pollutant,Indicator Value (R µg/m3),CCG
3195,Richmond Upon Thames - Barnes Wetlands,2018-12-31,Ozone,46.121205746773924,South West London
3196,Richmond Upon Thames - Barnes Wetlands,2019-12-31,Ozone,44.39852762963253,South West London
3197,Richmond Upon Thames - Barnes Wetlands,2020-12-31,Ozone,49.65423814806836,South West London
3198,Richmond Upon Thames - Castelnau,2004-12-31,Ozone,,South West London
3199,Richmond Upon Thames - Castelnau,2005-12-31,Ozone,,South West London
3200,Richmond Upon Thames - Castelnau,2006-12-31,Ozone,,South West London
3201,Richmond Upon Thames - Castelnau,2007-12-31,Ozone,,South West London
3202,Richmond Upon Thames - Castelnau,2008-12-31,Ozone,,South West London
3203,Richmond Upon Thames - Castelnau,2009-12-31,Ozone,,South West London
3204,Richmond Upon Thames - Castelnau,2010-12-31,Ozone,,South West London
3205,Richmond Upon Thames - Castelnau,2011-12-31,Ozone,,South West London
3206,Richmond Upon Thames - Castelnau,2012-12-31,Ozone,,South West London
3207,Richmond Upon Thames - Castelnau,2013-12-31,Ozone,,South West London
3208,Richmond Upon Thames - Castelnau,2014-12-31,Ozone,,South West London
3209,Richmond Upon Thames - Castelnau,2015-12-31,Ozone,,South West London
3210,Richmond Upon Thames - Castelnau,2016-12-31,Ozone,,South West London
3211,Richmond Upon Thames - Castelnau,2017-12-31,Ozone,,South West London
3212,Richmond Upon Thames - Castelnau,2018-12-31,Ozone,,South West London
3213,Richmond Upon Thames - Castelnau,2019-12-31,Ozone,,South West London
3214,Richmond Upon Thames - Castelnau,2020-12-31,Ozone,,South West London
3215,Richmond Upon Thames - Chertsey Road,2016-12-31,Ozone,,South West London
3216,Richmond Upon Thames - Chertsey Road,2017-12-31,Ozone,,South West London
3217,Richmond Upon Thames - Chertsey Road,2018-12-31,Ozone,,South West London
3218,Richmond Upon Thames - Chertsey Road,2019-12-31,Ozone,,South West London
3219,Richmond Upon Thames - Chertsey Road,2020-12-31,Ozone,,South West London
3220,SODC Henley,2012-12-31,Ozone,,Oxfordshire
3221,SODC Henley,2013-12-31,Ozone,,Oxfordshire
3222,SODC Henley,2014-12-31,Ozone,,Oxfordshire
3223,SODC Henley,2015-12-31,Ozone,,Oxfordshire
3224,SODC Henley,2016-12-31,Ozone,,Oxfordshire
3225,SODC Henley,2017-12-31,Ozone,,Oxfordshire
3226,SODC Henley,2018-12-31,Ozone,,Oxfordshire
3227,SODC Henley,2019-12-31,Ozone,,Oxfordshire
3228,SODC Henley,2020-12-31,Ozone,,Oxfordshire
3229,SODC Wallingford,2006-12-31,Ozone,,Oxfordshire
3230,SODC Wallingford,2007-12-31,Ozone,,Oxfordshire
3231,SODC Wallingford,2008-12-31,Ozone,,Oxfordshire
3232,SODC Wallingford,2009-12-31,Ozone,,Oxfordshire
3233,SODC Wallingford,2010-12-31,Ozone,,Oxfordshire
3234,SODC Wallingford,2011-12-31,Ozone,,Oxfordshire
3235,SODC Wallingford,2012-12-31,Ozone,,Oxfordshire
3236,SODC Wallingford,2013-12-31,Ozone,,Oxfordshire
3237,SODC Wallingford,2014-12-31,Ozone,,Oxfordshire
3238,SODC Wallingford,2015-12-31,Ozone,,Oxfordshire
3239,SODC Wallingford,2016-12-31,Ozone,,Oxfordshire
3240,SODC Wallingford,2017-12-31,Ozone,,Oxfordshire
3241,SODC Wallingford,2018-12-31,Ozone,,Oxfordshire
3242,SODC Wallingford,2019-12-31,Ozone,,Oxfordshire
3243,SODC Wallingford,2020-12-31,Ozone,,Oxfordshire
3244,SODC Watlington,2006-12-31,Ozone,,Oxfordshire
3245,SODC Watlington,2007-12-31,Ozone,,Oxfordshire
3246,SODC Watlington,2008-12-31,Ozone,,Oxfordshire
3247,SODC Watlington,2009-12-31,Ozone,,Oxfordshire
3248,SODC Watlington,2010-12-31,Ozone,,Oxfordshire
3249,SODC Watlington,2011-12-31,Ozone,,Oxfordshire
3250,SODC Watlington,2012-12-31,Ozone,,Oxfordshire
3251,SODC Watlington,2013-12-31,Ozone,,Oxfordshire
3252,SODC Watlington,2014-12-31,Ozone,,Oxfordshire
3253,SODC Watlington,2015-12-31,Ozone,,Oxfordshire
3254,SODC Watlington,2016-12-31,Ozone,,Oxfordshire
3255,SODC Watlington,2017-12-31,Ozone,,Oxfordshire
3256,SODC Watlington,2018-12-31,Ozone,,Oxfordshire
3257,SODC Watlington,2019-12-31,Ozone,,Oxfordshire
3258,SODC Watlington,2020-12-31,Ozone,,Oxfordshire
3259,Slough - The Hawthorns LP2,2019-12-31,Ozone,29.025600590666674,East Berkshire
3260,Slough Brands Hill London Road,2017-12-31,Ozone,,East Berkshire
3261,Slough Brands Hill London Road,2018-12-31,Ozone,,East Berkshire
3262,Slough Brands Hill London Road,2019-12-31,Ozone,,East Berkshire
3263,Slough Brands Hill London Road,2020-12-31,Ozone,,East Berkshire
3264,Slough Chalvey,2005-12-31,Ozone,,East Berkshire
3265,Slough Chalvey,2006-12-31,Ozone,,East Berkshire
3266,Slough Chalvey,2007-12-31,Ozone,,East Berkshire
3267,Slough Chalvey,2008-12-31,Ozone,,East Berkshire
3268,Slough Chalvey,2009-12-31,Ozone,,East Berkshire
3269,Slough Chalvey,2010-12-31,Ozone,,East Berkshire
3270,Slough Chalvey,2011-12-31,Ozone,,East Berkshire
3271,Slough Chalvey,2012-12-31,Ozone,,East Berkshire
3272,Slough Chalvey,2013-12-31,Ozone,,East Berkshire
3273,Slough Chalvey,2014-12-31,Ozone,,East Berkshire
3274,Slough Chalvey,2015-12-31,Ozone,,East Berkshire
3275,Slough Chalvey,2016-12-31,Ozone,,East Berkshire
3276,Slough Chalvey,2017-12-31,Ozone,,East Berkshire
3277,Slough Chalvey,2018-12-31,Ozone,,East Berkshire
3278,Slough Chalvey,2019-12-31,Ozone,,East Berkshire
3279,Slough Chalvey,2020-12-31,Ozone,,East Berkshire
3280,Slough Colnbrook,2004-12-31,Ozone,,East Berkshire
3281,Slough Colnbrook,2005-12-31,Ozone,,East Berkshire
3282,Slough Colnbrook,2006-12-31,Ozone,,East Berkshire
3283,Slough Colnbrook,2007-12-31,Ozone,,East Berkshire
3284,Slough Colnbrook,2008-12-31,Ozone,,East Berkshire
3285,Slough Colnbrook,2009-12-31,Ozone,,East Berkshire
3286,Slough Colnbrook,2010-12-31,Ozone,,East Berkshire
3287,Slough Colnbrook,2011-12-31,Ozone,,East Berkshire
3288,Slough Colnbrook,2012-12-31,Ozone,,East Berkshire
3289,Slough Colnbrook,2013-12-31,Ozone,,East Berkshire
3290,Slough Colnbrook,2014-12-31,Ozone,,East Berkshire
3291,Slough Colnbrook,2015-12-31,Ozone,,East Berkshire
3292,Slough Colnbrook,2016-12-31,Ozone,,East Berkshire
3293,Slough Colnbrook,2017-12-31,Ozone,,East Berkshire
3294,Slough Colnbrook,2018-12-31,Ozone,,East Berkshire
3295,Slough Colnbrook,2019-12-31,Ozone,,East Berkshire
3296,Slough Colnbrook,2020-12-31,Ozone,,East Berkshire
3297,Slough Colnbrook Osiris,2005-12-31,Ozone,,East Berkshire
3298,Slough Colnbrook Osiris,2006-12-31,Ozone,,East Berkshire
3299,Slough Colnbrook Osiris,2007-12-31,Ozone,,East Berkshire
3300,Slough Colnbrook Osiris,2008-12-31,Ozone,,East Berkshire
3301,Slough Colnbrook Osiris,2009-12-31,Ozone,,East Berkshire
3302,Slough Colnbrook Osiris,2010-12-31,Ozone,,East Berkshire
3303,Slough Colnbrook Osiris,2011-12-31,Ozone,,East Berkshire
3304,Slough Colnbrook Osiris,2012-12-31,Ozone,,East Berkshire
3305,Slough Colnbrook Osiris,2013-12-31,Ozone,,East Berkshire
3306,Slough Colnbrook Osiris,2014-12-31,Ozone,,East Berkshire
3307,Slough Colnbrook Osiris,2015-12-31,Ozone,,East Berkshire
3308,Slough Colnbrook Osiris,2016-12-31,Ozone,,East Berkshire
3309,Slough Colnbrook Osiris,2017-12-31,Ozone,,East Berkshire
3310,Slough Colnbrook Osiris,2018-12-31,Ozone,,East Berkshire
3311,Slough Colnbrook Osiris,2019-12-31,Ozone,,East Berkshire
3312,Slough Colnbrook Osiris,2020-12-31,Ozone,,East Berkshire
3313,Slough Lakeside 1 Osiris,2005-12-31,Ozone,,East Berkshire
3314,Slough Lakeside 1 Osiris,2006-12-31,Ozone,,East Berkshire
3315,Slough Lakeside 1 Osiris,2007-12-31,Ozone,,East Berkshire
3316,Slough Lakeside 1 Osiris,2008-12-31,Ozone,,East Berkshire
3317,Slough Lakeside 1 Osiris,2009-12-31,Ozone,,East Berkshire
3318,Slough Lakeside 1 Osiris,2010-12-31,Ozone,,East Berkshire
3319,Slough Lakeside 1 Osiris,2011-12-31,Ozone,,East Berkshire
3320,Slough Lakeside 1 Osiris,2012-12-31,Ozone,,East Berkshire
3321,Slough Lakeside 1 Osiris,2013-12-31,Ozone,,East Berkshire
3322,Slough Lakeside 1 Osiris,2014-12-31,Ozone,,East Berkshire
3323,Slough Lakeside 1 Osiris,2015-12-31,Ozone,,East Berkshire
3324,Slough Lakeside 1 Osiris,2016-12-31,Ozone,,East Berkshire
3325,Slough Lakeside 1 Osiris,2017-12-31,Ozone,,East Berkshire
3326,Slough Lakeside 1 Osiris,2018-12-31,Ozone,,East Berkshire
3327,Slough Lakeside 1 Osiris,2019-12-31,Ozone,,East Berkshire
3328,Slough Lakeside 1 Osiris,2020-12-31,Ozone,,East Berkshire
3329,Slough Lakeside 2,2007-12-31,Ozone,,East Berkshire
3330,Slough Lakeside 2,2008-12-31,Ozone,,East Berkshire
3331,Slough Lakeside 2,2009-12-31,Ozone,,East Berkshire
3332,Slough Lakeside 2,2010-12-31,Ozone,,East Berkshire
3333,Slough Lakeside 2,2011-12-31,Ozone,,East Berkshire
3334,Slough Lakeside 2,2012-12-31,Ozone,,East Berkshire
3335,Slough Lakeside 2,2013-12-31,Ozone,,East Berkshire
3336,Slough Lakeside 2,2014-12-31,Ozone,,East Berkshire
3337,Slough Lakeside 2,2015-12-31,Ozone,,East Berkshire
3338,Slough Lakeside 2,2016-12-31,Ozone,,East Berkshire
3339,Slough Lakeside 2,2017-12-31,Ozone,,East Berkshire
3340,Slough Lakeside 2,2018-12-31,Ozone,,East Berkshire
3341,Slough Lakeside 2,2019-12-31,Ozone,,East Berkshire
3342,Slough Lakeside 2,2020-12-31,Ozone,,East Berkshire
3343,Slough Lakeside 2 Osiris,2007-12-31,Ozone,,East Berkshire
3344,Slough Lakeside 2 Osiris,2008-12-31,Ozone,,East Berkshire
3345,Slough Lakeside 2 Osiris,2009-12-31,Ozone,,East Berkshire
3346,Slough Lakeside 2 Osiris,2010-12-31,Ozone,,East Berkshire
3347,Slough Lakeside 2 Osiris,2011-12-31,Ozone,,East Berkshire
3348,Slough Lakeside 2 Osiris,2012-12-31,Ozone,,East Berkshire
3349,Slough Lakeside 2 Osiris,2013-12-31,Ozone,,East Berkshire
3350,Slough Lakeside 2 Osiris,2014-12-31,Ozone,,East Berkshire
3351,Slough Lakeside 2 Osiris,2015-12-31,Ozone,,East Berkshire
3352,Slough Lakeside 2 Osiris,2016-12-31,Ozone,,East Berkshire
3353,Slough Lakeside 2 Osiris,2017-12-31,Ozone,,East Berkshire
3354,Slough Lakeside 2 Osiris,2018-12-31,Ozone,,East Berkshire
3355,Slough Lakeside 2 Osiris,2019-12-31,Ozone,,East Berkshire
3356,Slough Lakeside 2 Osiris,2020-12-31,Ozone,,East Berkshire
3357,Slough Town Centre A4,2004-12-31,Ozone,,East Berkshire
3358,Slough Town Centre A4,2005-12-31,Ozone,,East Berkshire
3359,Slough Town Centre A4,2006-12-31,Ozone,,East Berkshire
3360,Slough Town Centre A4,2007-12-31,Ozone,,East Berkshire
3361,Slough Town Centre A4,2008-12-31,Ozone,,East Berkshire
3362,Slough Town Centre A4,2009-12-31,Ozone,,East Berkshire
3363,Slough Town Centre A4,2010-12-31,Ozone,,East Berkshire
3364,Slough Town Centre A4,2011-12-31,Ozone,,East Berkshire
3365,Slough Town Centre A4,2012-12-31,Ozone,,East Berkshire
3366,Slough Town Centre A4,2013-12-31,Ozone,,East Berkshire
3367,Slough Town Centre A4,2014-12-31,Ozone,,East Berkshire
3368,Slough Town Centre A4,2015-12-31,Ozone,,East Berkshire
3369,Slough Town Centre A4,2016-12-31,Ozone,,East Berkshire
3370,Slough Town Centre A4,2017-12-31,Ozone,,East Berkshire
3371,Slough Town Centre A4,2018-12-31,Ozone,,East Berkshire
3372,Slough Town Centre A4,2019-12-31,Ozone,,East Berkshire
3373,Slough Town Centre Wellington Street,2017-12-31,Ozone,,East Berkshire
3374,Slough Town Centre Wellington Street,2018-12-31,Ozone,,East Berkshire
3375,Slough Town Centre Wellington Street,2019-12-31,Ozone,,East Berkshire
3376,Slough Town Centre Wellington Street,2020-12-31,Ozone,,East Berkshire
3377,Slough Windmill Bath Road,2017-12-31,Ozone,,East Berkshire
3378,Slough Windmill Bath Road,2018-12-31,Ozone,,East Berkshire
3379,Slough Windmill Bath Road,2019-12-31,Ozone,,East Berkshire
3380,Slough Windmill Bath Road,2020-12-31,Ozone,,East Berkshire
3381,Spelthorne Sunbury Cross,2017-12-31,Ozone,,Surrey Heartlands
3382,Spelthorne Sunbury Cross,2018-12-31,Ozone,,Surrey Heartlands
3383,Spelthorne Sunbury Cross,2019-12-31,Ozone,,Surrey Heartlands
3384,Spelthorne Sunbury Cross,2020-12-31,Ozone,,Surrey Heartlands
3385, Hounslow 2 - Cranford,2004-12-31,PM10 Particulate matter,22.091612120956807,Hounslow
3386, Hounslow 2 - Cranford,2005-12-31,PM10 Particulate matter,22.159976732701754,Hounslow
3387, Hounslow 2 - Cranford,2006-12-31,PM10 Particulate matter,22.69530805181096,Hounslow
3388, Hounslow 2 - Cranford,2007-12-31,PM10 Particulate matter,21.877800239529613,Hounslow
3389, Hounslow 2 - Cranford,2008-12-31,PM10 Particulate matter,19.22102954747516,Hounslow
3390, Hounslow 2 - Cranford,2009-12-31,PM10 Particulate matter,21.502238734910033,Hounslow
3391, Hounslow 2 - Cranford,2010-12-31,PM10 Particulate matter,,Hounslow
3392, Hounslow 2 - Cranford,2011-12-31,PM10 Particulate matter,8.581105978111422,Hounslow
3393, Hounslow 2 - Cranford,2012-12-31,PM10 Particulate matter,15.819043928347085,Hounslow
3394, Hounslow 2 - Cranford,2013-12-31,PM10 Particulate matter,19.26695267790891,Hounslow
3395, Hounslow 2 - Cranford,2014-12-31,PM10 Particulate matter,18.42423026364632,Hounslow
3396, Hounslow 2 - Cranford,2015-12-31,PM10 Particulate matter,16.409299816974183,Hounslow
3397, Hounslow 2 - Cranford,2016-12-31,PM10 Particulate matter,16.99448661130078,Hounslow
3398, Hounslow 2 - Cranford,2017-12-31,PM10 Particulate matter,17.464238604369392,Hounslow
3399, Hounslow 2 - Cranford,2018-12-31,PM10 Particulate matter,14.20766889758697,Hounslow
3400, Hounslow 2 - Cranford,2019-12-31,PM10 Particulate matter,,Hounslow
3401, Hounslow 2 - Cranford,2020-12-31,PM10 Particulate matter,19.573373205741625,Hounslow
3402, Hounslow 4 - Chiswick High Road,2004-12-31,PM10 Particulate matter,27.03855432337118,Hounslow
3403, Hounslow 4 - Chiswick High Road,2005-12-31,PM10 Particulate matter,28.260323114534575,Hounslow
3404, Hounslow 4 - Chiswick High Road,2006-12-31,PM10 Particulate matter,25.778304874461192,Hounslow
3405, Hounslow 4 - Chiswick High Road,2007-12-31,PM10 Particulate matter,24.088654924672305,Hounslow
3406, Hounslow 4 - Chiswick High Road,2008-12-31,PM10 Particulate matter,25.25761956578537,Hounslow
3407, Hounslow 4 - Chiswick High Road,2009-12-31,PM10 Particulate matter,27.570291706671398,Hounslow
3408, Hounslow 4 - Chiswick High Road,2011-12-31,PM10 Particulate matter,,Hounslow
3409, Hounslow 4 - Chiswick High Road,2012-12-31,PM10 Particulate matter,24.15716128869974,Hounslow
3410, Hounslow 4 - Chiswick High Road,2013-12-31,PM10 Particulate matter,29.058091923126483,Hounslow
3411, Hounslow 4 - Chiswick High Road,2014-12-31,PM10 Particulate matter,27.167634823784386,Hounslow
3412, Hounslow 4 - Chiswick High Road,2015-12-31,PM10 Particulate matter,21.64714861770712,Hounslow
3413, Hounslow 4 - Chiswick High Road,2016-12-31,PM10 Particulate matter,21.806665563716574,Hounslow
3414, Hounslow 4 - Chiswick High Road,2017-12-31,PM10 Particulate matter,19.831805483471463,Hounslow
3415, Hounslow 4 - Chiswick High Road,2018-12-31,PM10 Particulate matter,19.76765561105545,Hounslow
3416, Hounslow 4 - Chiswick High Road,2019-12-31,PM10 Particulate matter,18.68735201932108,Hounslow
3417, Hounslow 4 - Chiswick High Road,2020-12-31,PM10 Particulate matter,18.980520752698133,Hounslow
3418, Hounslow Brentford,2004-12-31,PM10 Particulate matter,34.937782727538156,Hounslow
3419, Hounslow Brentford,2005-12-31,PM10 Particulate matter,37.14773539677292,Hounslow
3420, Hounslow Brentford,2006-12-31,PM10 Particulate matter,36.425828477978385,Hounslow
3421, Hounslow Brentford,2007-12-31,PM10 Particulate matter,34.12188875737988,Hounslow
3422, Hounslow Brentford,2008-12-31,PM10 Particulate matter,40.759157767172944,Hounslow
3423, Hounslow Brentford,2009-12-31,PM10 Particulate matter,33.91285991719882,Hounslow
3424, Hounslow Brentford,2010-12-31,PM10 Particulate matter,34.58705710931144,Hounslow
3425, Hounslow Brentford,2011-12-31,PM10 Particulate matter,29.046523298561343,Hounslow
3426, Hounslow Brentford,2012-12-31,PM10 Particulate matter,27.161209012410655,Hounslow
3427, Hounslow Brentford,2013-12-31,PM10 Particulate matter,32.65224067173929,Hounslow
3428, Hounslow Brentford,2014-12-31,PM10 Particulate matter,32.03805238534912,Hounslow
3429, Hounslow Brentford,2015-12-31,PM10 Particulate matter,30.52840494306044,Hounslow
3430, Hounslow Brentford,2016-12-31,PM10 Particulate matter,30.204097838428073,Hounslow
3431, Hounslow Brentford,2017-12-31,PM10 Particulate matter,28.205264548832126,Hounslow
3432, Hounslow Brentford,2018-12-31,PM10 Particulate matter,25.335493100308454,Hounslow
3433, Hounslow Brentford,2019-12-31,PM10 Particulate matter,20.354047212216923,Hounslow
3434, Hounslow Brentford,2020-12-31,PM10 Particulate matter,23.496987122207525,Hounslow
3435, Hounslow Feltham,2012-12-31,PM10 Particulate matter,20.463637966334954,Hounslow
3436, Hounslow Feltham,2013-12-31,PM10 Particulate matter,22.965501406809285,Hounslow
3437, Hounslow Feltham,2014-12-31,PM10 Particulate matter,20.826692031781167,Hounslow
3438, Hounslow Feltham,2015-12-31,PM10 Particulate matter,18.17591155467549,Hounslow
3439, Hounslow Feltham,2016-12-31,PM10 Particulate matter,18.520948205196262,Hounslow
3440, Hounslow Feltham,2017-12-31,PM10 Particulate matter,18.61234804008776,Hounslow
3441, Hounslow Feltham,2018-12-31,PM10 Particulate matter,19.874924053059,Hounslow
3442, Hounslow Feltham,2019-12-31,PM10 Particulate matter,19.54938824800215,Hounslow
3443, Hounslow Feltham,2020-12-31,PM10 Particulate matter,19.762223922489724,Hounslow
3444, Hounslow Gunnersbury,2012-12-31,PM10 Particulate matter,32.11811945182401,Hounslow
3445, Hounslow Gunnersbury,2013-12-31,PM10 Particulate matter,34.76965109166196,Hounslow
3446, Hounslow Gunnersbury,2014-12-31,PM10 Particulate matter,28.4595842040822,Hounslow
3447, Hounslow Gunnersbury,2015-12-31,PM10 Particulate matter,25.12336565461022,Hounslow
3448, Hounslow Gunnersbury,2016-12-31,PM10 Particulate matter,26.42035288283086,Hounslow
3449, Hounslow Gunnersbury,2017-12-31,PM10 Particulate matter,27.33211140861322,Hounslow
3450, Hounslow Gunnersbury,2018-12-31,PM10 Particulate matter,21.577822943002484,Hounslow
3451, Hounslow Gunnersbury,2019-12-31,PM10 Particulate matter,20.13318419037693,Hounslow
3452, Hounslow Gunnersbury,2020-12-31,PM10 Particulate matter,21.9524462519714,Hounslow
3453, Hounslow Hatton Cross,2006-12-31,PM10 Particulate matter,22.76091887126958,Hounslow
3454, Hounslow Hatton Cross,2007-12-31,PM10 Particulate matter,24.18661461320412,Hounslow
3455, Hounslow Hatton Cross,2008-12-31,PM10 Particulate matter,21.349170328856268,Hounslow
3456, Hounslow Hatton Cross,2009-12-31,PM10 Particulate matter,18.462133517293037,Hounslow
3457, Hounslow Hatton Cross,2010-12-31,PM10 Particulate matter,16.311767081421596,Hounslow
3458, Hounslow Hatton Cross,2011-12-31,PM10 Particulate matter,16.461304815387685,Hounslow
3459, Hounslow Hatton Cross,2012-12-31,PM10 Particulate matter,19.568302564098506,Hounslow
3460, Hounslow Hatton Cross,2013-12-31,PM10 Particulate matter,20.803411958179286,Hounslow
3461, Hounslow Hatton Cross,2014-12-31,PM10 Particulate matter,19.454938037393173,Hounslow
3462, Hounslow Hatton Cross,2015-12-31,PM10 Particulate matter,17.622168820855528,Hounslow
3463, Hounslow Hatton Cross,2016-12-31,PM10 Particulate matter,18.35935398885232,Hounslow
3464, Hounslow Hatton Cross,2017-12-31,PM10 Particulate matter,18.05959198218987,Hounslow
3465, Hounslow Hatton Cross,2018-12-31,PM10 Particulate matter,20.701846870764804,Hounslow
3466, Hounslow Hatton Cross,2019-12-31,PM10 Particulate matter,19.42765535830703,Hounslow
3467, Hounslow Hatton Cross,2020-12-31,PM10 Particulate matter,18.391207961661515,Hounslow
3468, Hounslow Heston Road,2006-12-31,PM10 Particulate matter,28.897690929676607,Hounslow
3469, Hounslow Heston Road,2007-12-31,PM10 Particulate matter,29.230816480021094,Hounslow
3470, Hounslow Heston Road,2008-12-31,PM10 Particulate matter,29.101943291903016,Hounslow
3471, Hounslow Heston Road,2009-12-31,PM10 Particulate matter,26.665660200367427,Hounslow
3472, Hounslow Heston Road,2010-12-31,PM10 Particulate matter,21.29227293601893,Hounslow
3473, Hounslow Heston Road,2011-12-31,PM10 Particulate matter,22.24949106980637,Hounslow
3474, Hounslow Heston Road,2012-12-31,PM10 Particulate matter,28.121015936627803,Hounslow
3475, Hounslow Heston Road,2013-12-31,PM10 Particulate matter,28.418605567952,Hounslow
3476, Hounslow Heston Road,2014-12-31,PM10 Particulate matter,25.55926360650357,Hounslow
3477, Hounslow Heston Road,2015-12-31,PM10 Particulate matter,24.376454713736322,Hounslow
3478, Hounslow Heston Road,2016-12-31,PM10 Particulate matter,25.41843629696656,Hounslow
3479, Hounslow Heston Road,2017-12-31,PM10 Particulate matter,22.594936171465363,Hounslow
3480, Hounslow Heston Road,2018-12-31,PM10 Particulate matter,21.273877804393706,Hounslow
3481, Hounslow Heston Road,2019-12-31,PM10 Particulate matter,21.34377988977821,Hounslow
3482, Hounslow Heston Road,2020-12-31,PM10 Particulate matter,21.700098835920066,Hounslow
3483,Ealing - Acton Town Hall,2004-12-31,PM10 Particulate matter,,Ealing
3484,Ealing - Acton Town Hall,2005-12-31,PM10 Particulate matter,,Ealing
3485,Ealing - Acton Town Hall,2006-12-31,PM10 Particulate matter,,Ealing
3486,Ealing - Acton Town Hall,2007-12-31,PM10 Particulate matter,,Ealing
3487,Ealing - Acton Town Hall,2008-12-31,PM10 Particulate matter,,Ealing
3488,Ealing - Acton Town Hall,2009-12-31,PM10 Particulate matter,,Ealing
3489,Ealing - Acton Town Hall,2010-12-31,PM10 Particulate matter,,Ealing
3490,Ealing - Acton Town Hall,2011-12-31,PM10 Particulate matter,,Ealing
3491,Ealing - Acton Town Hall,2012-12-31,PM10 Particulate matter,,Ealing
3492,Ealing - Acton Town Hall (Partisol),2005-12-31,PM10 Particulate matter,,Ealing
3493,Ealing - Acton Town Hall (Partisol),2006-12-31,PM10 Particulate matter,,Ealing
3494,Ealing - Acton Town Hall FDMS,2005-12-31,PM10 Particulate matter,,Ealing
3495,Ealing - Acton Town Hall FDMS,2006-12-31,PM10 Particulate matter,,Ealing
3496,Ealing - Acton Town Hall FDMS,2007-12-31,PM10 Particulate matter,,Ealing
3497,Ealing - Acton Town Hall FDMS,2008-12-31,PM10 Particulate matter,,Ealing
3498,Ealing - Acton Town Hall FDMS,2009-12-31,PM10 Particulate matter,,Ealing
3499,Ealing - Acton Town Hall FDMS,2010-12-31,PM10 Particulate matter,,Ealing
3500,Ealing - Acton Town Hall FDMS,2011-12-31,PM10 Particulate matter,,Ealing
3501,Ealing - Acton Vale ,2017-12-31,PM10 Particulate matter,,Ealing
3502,Ealing - Acton Vale ,2018-12-31,PM10 Particulate matter,,Ealing
3503,Ealing - Acton Vale ,2019-12-31,PM10 Particulate matter,,Ealing
3504,Ealing - Acton Vale ,2020-12-31,PM10 Particulate matter,,Ealing
3505,Ealing - Court Way,2005-12-31,PM10 Particulate matter,,Ealing
3506,Ealing - Court Way,2006-12-31,PM10 Particulate matter,,Ealing
3507,Ealing - Ealing Town Hall,2004-12-31,PM10 Particulate matter,,Ealing
3508,Ealing - Ealing Town Hall,2005-12-31,PM10 Particulate matter,,Ealing
3509,Ealing - Ealing Town Hall,2006-12-31,PM10 Particulate matter,,Ealing
3510,Ealing - Ealing Town Hall,2007-12-31,PM10 Particulate matter,,Ealing
3511,Ealing - Ealing Town Hall,2008-12-31,PM10 Particulate matter,,Ealing
3512,Ealing - Ealing Town Hall,2009-12-31,PM10 Particulate matter,,Ealing
3513,Ealing - Ealing Town Hall,2010-12-31,PM10 Particulate matter,,Ealing
3514,Ealing - Ealing Town Hall,2011-12-31,PM10 Particulate matter,,Ealing
3515,Ealing - Ealing Town Hall,2012-12-31,PM10 Particulate matter,,Ealing
3516,Ealing - Greenford,2008-12-31,PM10 Particulate matter,,Ealing
3517,Ealing - Greenford,2009-12-31,PM10 Particulate matter,,Ealing
3518,Ealing - Hanger Lane Gyratory,2004-12-31,PM10 Particulate matter,,Ealing
3519,Ealing - Hanger Lane Gyratory,2005-12-31,PM10 Particulate matter,,Ealing
3520,Ealing - Hanger Lane Gyratory,2006-12-31,PM10 Particulate matter,,Ealing
3521,Ealing - Hanger Lane Gyratory,2007-12-31,PM10 Particulate matter,,Ealing
3522,Ealing - Hanger Lane Gyratory,2008-12-31,PM10 Particulate matter,,Ealing
3523,Ealing - Hanger Lane Gyratory,2009-12-31,PM10 Particulate matter,,Ealing
3524,Ealing - Hanger Lane Gyratory,2010-12-31,PM10 Particulate matter,,Ealing
3525,Ealing - Hanger Lane Gyratory,2011-12-31,PM10 Particulate matter,,Ealing
3526,Ealing - Hanger Lane Gyratory,2012-12-31,PM10 Particulate matter,,Ealing
3527,Ealing - Hanger Lane Gyratory,2013-12-31,PM10 Particulate matter,,Ealing
3528,Ealing - Hanger Lane Gyratory,2014-12-31,PM10 Particulate matter,,Ealing
3529,Ealing - Hanger Lane Gyratory,2015-12-31,PM10 Particulate matter,,Ealing
3530,Ealing - Hanger Lane Gyratory,2016-12-31,PM10 Particulate matter,,Ealing
3531,Ealing - Hanger Lane Gyratory,2017-12-31,PM10 Particulate matter,,Ealing
3532,Ealing - Hanger Lane Gyratory,2018-12-31,PM10 Particulate matter,,Ealing
3533,Ealing - Hanger Lane Gyratory,2019-12-31,PM10 Particulate matter,,Ealing
3534,Ealing - Hanger Lane Gyratory,2020-12-31,PM10 Particulate matter,,Ealing
3535,Ealing - Southall,2004-12-31,PM10 Particulate matter,,Ealing
3536,Ealing - Southall,2005-12-31,PM10 Particulate matter,,Ealing
3537,Ealing - Southall,2006-12-31,PM10 Particulate matter,,Ealing
3538,Ealing - Southall,2007-12-31,PM10 Particulate matter,,Ealing
3539,Ealing - Southall,2008-12-31,PM10 Particulate matter,,Ealing
3540,Ealing - Southall,2009-12-31,PM10 Particulate matter,,Ealing
3541,Ealing - Southall,2010-12-31,PM10 Particulate matter,,Ealing
3542,Ealing - Southall,2011-12-31,PM10 Particulate matter,,Ealing
3543,Ealing - Southall,2012-12-31,PM10 Particulate matter,,Ealing
